id;name;is_closed;url;review_count;categories;rating;coordinates;transactions;price;location;distance;neighborhood;borough
ywP0OEqRC6sp4NK1-QhW-g;Parm;False;https://www.yelp.com/biz/parm-new-york-4?adjust_creative=3St_XrQdTUSTQzgpC2-OKA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=3St_XrQdTUSTQzgpC2-OKA;485;['Italian', 'Sandwiches'];3.1;{'latitude': 40.714473491420726, 'longitude': -74.01609333303082};['pickup', 'delivery'];Medium;{'address1': '250 Vesey St', 'address2': '', 'address3': '', 'city': 'New York', 'zip_code': '10081', 'country': 'US', 'state': 'NY', 'display_address': ['250 Vesey St', 'New York, NY 10081']};318.072.025.472.342;Battery Park City;Manhattan
WG639VkTjmK5dzydd1BBJA;Rubirosa;False;https://www.yelp.com/biz/rubirosa-new-york-2?adjust_creative=3St_XrQdTUSTQzgpC2-OKA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=3St_XrQdTUSTQzgpC2-OKA;3436;['Italian', 'Pizza'];4.3;{'latitude': 40.722766, 'longitude': -73.996233};['pickup'];Medium;{'address1': '235 Mulberry St', 'address2': '', 'address3': '', 'city': 'New York', 'zip_code': '10012', 'country': 'US', 'state': 'NY', 'display_address': ['235 Mulberry St', 'New York, NY 10012']};20.832.329.096.094.200;Battery Park City;Manhattan
pL2tig3FxJcrZ4wDIO4TsA;Eataly NYC Downtown;False;https://www.yelp.com/biz/eataly-nyc-downtown-new-york-2?adjust_creative=3St_XrQdTUSTQzgpC2-OKA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=3St_XrQdTUSTQzgpC2-OKA;1359;['Grocery', 'Italian', 'Cafes'];3.6;{'latitude': 40.710206, 'longitude': -74.011823};['pickup', 'delivery'];Medium;{'address1': '101 Liberty St', 'address2': 'Fl 3', 'address3': '', 'city': 'New York', 'zip_code': '10006', 'country': 'US', 'state': 'NY', 'display_address': ['101 Liberty St', 'Fl 3', 'New York, NY 10006']};40.294.566.979.224.600;Battery Park City;Manhattan
pk89jzL1RsE9U0thf_z6tw;Locanda Verde;False;https://www.yelp.com/biz/locanda-verde-new-york-3?adjust_creative=3St_XrQdTUSTQzgpC2-OKA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=3St_XrQdTUSTQzgpC2-OKA;1893;['Italian', 'Cocktail Bars', 'Breakfast & Brunch'];3.9;{'latitude': 40.7198601300801, 'longitude': -74.010039072422};['pickup', 'delivery'];High;{'address1': '377 Greenwich St', 'address2': '', 'address3': '', 'city': 'New York', 'zip_code': '10013', 'country': 'US', 'state': 'NY', 'display_address': ['377 Greenwich St', 'New York, NY 10013']};10.494.745.304.674.300;Battery Park City;Manhattan
OCTiJwvjoK81WoDwsTkFvA;Paesano of Mulberry Street;False;https://www.yelp.com/biz/paesano-of-mulberry-street-new-york?adjust_creative=3St_XrQdTUSTQzgpC2-OKA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=3St_XrQdTUSTQzgpC2-OKA;1602;['Italian', 'Salad', 'Seafood'];4.1;{'latitude': 40.718554, 'longitude': -73.997447};['pickup', 'restaurant_reservation', 'delivery'];Medium;{'address1': '136 Mulberry St', 'address2': '', 'address3': '', 'city': 'New York', 'zip_code': '10013', 'country': 'US', 'state': 'NY', 'display_address': ['136 Mulberry St', 'New York, NY 10013']};1.750.900.737.420.610;Battery Park City;Manhattan
xKIv_b2L2pUHmsoJ-xOepg;Gran Morsi;False;https://www.yelp.com/biz/gran-morsi-new-york?adjust_creative=3St_XrQdTUSTQzgpC2-OKA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=3St_XrQdTUSTQzgpC2-OKA;545;['Italian', 'Venues & Event Spaces', 'Cocktail Bars'];4.4;{'latitude': 40.714312, 'longitude': -74.007791};['pickup', 'delivery'];High;{'address1': '22 Warren St', 'address2': '', 'address3': None, 'city': 'New York', 'zip_code': '10007', 'country': 'US', 'state': 'NY', 'display_address': ['22 Warren St', 'New York, NY 10007']};7.626.832.294.388.090;Battery Park City;Manhattan
f8ipr8Wdy1_wHhw7JgNqPQ;Da Claudio;False;https://www.yelp.com/biz/da-claudio-new-york?adjust_creative=3St_XrQdTUSTQzgpC2-OKA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=3St_XrQdTUSTQzgpC2-OKA;660;['Italian', 'Cocktail Bars', 'Seafood'];4.2;{'latitude': 40.71087, 'longitude': -74.00753};['pickup', 'restaurant_reservation', 'delivery'];High;{'address1': '21 Ann St', 'address2': '', 'address3': '', 'city': 'New York', 'zip_code': '10038', 'country': 'US', 'state': 'NY', 'display_address': ['21 Ann St', 'New York, NY 10038']};7.284.842.433.918.850;Battery Park City;Manhattan
fuS39acPaRi38DhSSwEI4Q;Felice 15 Gold;False;https://www.yelp.com/biz/felice-15-gold-new-york?adjust_creative=3St_XrQdTUSTQzgpC2-OKA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=3St_XrQdTUSTQzgpC2-OKA;489;['Wine Bars', 'Tuscan'];4.1;{'latitude': 40.70789, 'longitude': -74.00712};['pickup', 'delivery'];High;{'address1': '15 Gold St', 'address2': '', 'address3': '', 'city': 'New York', 'zip_code': '10038', 'country': 'US', 'state': 'NY', 'display_address': ['15 Gold St', 'New York, NY 10038']};8.620.971.165.093.730;Battery Park City;Manhattan
PQd4M3cuSgdweWgLgZIslQ;Inatteso Pizzabar;False;https://www.yelp.com/biz/inatteso-pizzabar-new-york?adjust_creative=3St_XrQdTUSTQzgpC2-OKA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=3St_XrQdTUSTQzgpC2-OKA;372;['Italian', 'Pizza'];3.9;{'latitude': 40.7056571, 'longitude': -74.0172056};['pickup', 'delivery'];Medium;{'address1': '28 West St', 'address2': '', 'address3': '', 'city': 'New York', 'zip_code': '10004', 'country': 'US', 'state': 'NY', 'display_address': ['28 West St', 'New York, NY 10004']};6.263.666.341.483.340;Battery Park City;Manhattan
8qSOz7oTPUUCafsMOBBNEQ;Pisillo Italian Panini;False;https://www.yelp.com/biz/pisillo-italian-panini-new-york?adjust_creative=3St_XrQdTUSTQzgpC2-OKA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=3St_XrQdTUSTQzgpC2-OKA;767;['Italian', 'Sandwiches'];4.6;{'latitude': 40.710558, 'longitude': -74.007594};['pickup', 'delivery'];Medium;{'address1': '97 Nassau St', 'address2': '', 'address3': '', 'city': 'New York', 'zip_code': '10038', 'country': 'US', 'state': 'NY', 'display_address': ['97 Nassau St', 'New York, NY 10038']};7.259.938.609.382.500;Battery Park City;Manhattan
bppjJw5J8Ht6WgGp1bzPtQ;Porto Leggero;False;https://www.yelp.com/biz/porto-leggero-jersey-city?adjust_creative=3St_XrQdTUSTQzgpC2-OKA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=3St_XrQdTUSTQzgpC2-OKA;322;['Italian'];3.9;{'latitude': 40.718654, 'longitude': -74.034814};['delivery'];High;{'address1': '185 Hudson St', 'address2': '', 'address3': 'Harborside Financial Plaza V', 'city': 'Jersey City', 'zip_code': '07311', 'country': 'US', 'state': 'NJ', 'display_address': ['185 Hudson St', 'Harborside Financial Plaza V', 'Jersey City, NJ 07311']};17.617.075.355.469.900;Battery Park City;Manhattan
jzEaiiRa3497HWdf4QKHIA;La Pizza & La Pasta at Eataly NYC Downtown;False;https://www.yelp.com/biz/la-pizza-and-la-pasta-at-eataly-nyc-downtown-new-york?adjust_creative=3St_XrQdTUSTQzgpC2-OKA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=3St_XrQdTUSTQzgpC2-OKA;261;['Pizza', 'Pasta Shops', 'Italian'];3.4;{'latitude': 40.710206, 'longitude': -74.011823};[];Medium;{'address1': '101 Liberty St', 'address2': 'Fl 3', 'address3': 'Eataly', 'city': 'New York', 'zip_code': '10006', 'country': 'US', 'state': 'NY', 'display_address': ['101 Liberty St', 'Fl 3', 'Eataly', 'New York, NY 10006']};40.294.566.979.224.600;Battery Park City;Manhattan
jMdziYLNYGDCegkFQ4lTQA;Serafina Italian Restaurant;False;https://www.yelp.com/biz/serafina-italian-restaurant-new-york-5?adjust_creative=3St_XrQdTUSTQzgpC2-OKA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=3St_XrQdTUSTQzgpC2-OKA;272;['Pizza', 'Italian'];3.7;{'latitude': 40.71566, 'longitude': -74.0089};['pickup', 'delivery'];High;{'address1': '95 W Broadway', 'address2': '', 'address3': None, 'city': 'New York', 'zip_code': '10007', 'country': 'US', 'state': 'NY', 'display_address': ['95 W Broadway', 'New York, NY 10007']};7.472.472.745.079.740;Battery Park City;Manhattan
0Tvwk0hvgaY0QVIsZGTZKQ;Antica Ristorante;False;https://www.yelp.com/biz/antica-ristorante-new-york?adjust_creative=3St_XrQdTUSTQzgpC2-OKA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=3St_XrQdTUSTQzgpC2-OKA;611;['Italian'];4.3;{'latitude': 40.7039355145338, 'longitude': -74.0121731758117};['pickup', 'delivery'];High;{'address1': '8 Stone St', 'address2': '', 'address3': '', 'city': 'New York', 'zip_code': '10004', 'country': 'US', 'state': 'NY', 'display_address': ['8 Stone St', 'New York, NY 10004']};9.154.408.803.155.660;Battery Park City;Manhattan
wUoLj0v2cJ9T4mgebQqoZw;Giardino D'oro;False;https://www.yelp.com/biz/giardino-d-oro-new-york?adjust_creative=3St_XrQdTUSTQzgpC2-OKA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=3St_XrQdTUSTQzgpC2-OKA;152;['Italian', 'Seafood', 'Steakhouses'];4.3;{'latitude': 40.70758, 'longitude': -74.00715};['pickup', 'delivery'];High;{'address1': '5 Gold St', 'address2': '', 'address3': '', 'city': 'New York', 'zip_code': '10038', 'country': 'US', 'state': 'NY', 'display_address': ['5 Gold St', 'New York, NY 10038']};8.789.266.009.370.260;Battery Park City;Manhattan
T_vLaKsuyJPDpsrSZuc7WA;Battello;False;https://www.yelp.com/biz/battello-jersey-city-3?adjust_creative=3St_XrQdTUSTQzgpC2-OKA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=3St_XrQdTUSTQzgpC2-OKA;797;['Italian', 'Seafood', 'Lounges'];3.8;{'latitude': 40.725357, 'longitude': -74.032278};['pickup', 'delivery'];High;{'address1': '502 Washington Blvd', 'address2': None, 'address3': '', 'city': 'Jersey City', 'zip_code': '07310', 'country': 'US', 'state': 'NJ', 'display_address': ['502 Washington Blvd', 'Jersey City, NJ 07310']};20.483.832.945.977.500;Battery Park City;Manhattan
MeUq9lombxM9alxs64tejQ;Pepolino Restaurant;False;https://www.yelp.com/biz/pepolino-restaurant-new-york?adjust_creative=3St_XrQdTUSTQzgpC2-OKA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=3St_XrQdTUSTQzgpC2-OKA;663;['Tuscan'];4.3;{'latitude': 40.720756, 'longitude': -74.004885};['pickup', 'delivery'];High;{'address1': '281 W Broadway', 'address2': '', 'address3': None, 'city': 'New York', 'zip_code': '10013', 'country': 'US', 'state': 'NY', 'display_address': ['281 W Broadway', 'New York, NY 10013']};13.878.289.581.372.800;Battery Park City;Manhattan
MTQpqHo-cCAPK7c9fd6zHw;Il Mattone;False;https://www.yelp.com/biz/il-mattone-new-york-3?adjust_creative=3St_XrQdTUSTQzgpC2-OKA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=3St_XrQdTUSTQzgpC2-OKA;122;['Italian', 'Pizza'];4.3;{'latitude': 40.720799, 'longitude': -74.0091255};['pickup', 'delivery'];Low;{'address1': '49 Beach St', 'address2': '', 'address3': '', 'city': 'New York', 'zip_code': '10013', 'country': 'US', 'state': 'NY', 'display_address': ['49 Beach St', 'New York, NY 10013']};11.782.527.443.506.000;Battery Park City;Manhattan
ZlwjT-jygnYqM5qDE0CuLQ;Gigino Trattoria;False;https://www.yelp.com/biz/gigino-trattoria-new-york?adjust_creative=3St_XrQdTUSTQzgpC2-OKA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=3St_XrQdTUSTQzgpC2-OKA;299;['Italian', 'Pizza'];3.7;{'latitude': 40.71726, 'longitude': -74.01055};['pickup', 'delivery'];Medium;{'address1': '323 Greenwich St', 'address2': '', 'address3': '', 'city': 'New York', 'zip_code': '10013', 'country': 'US', 'state': 'NY', 'display_address': ['323 Greenwich St', 'New York, NY 10013']};7.866.580.755.157.150;Battery Park City;Manhattan
G-b9kvnRh0pLi4fsdcmwjg;Joseph's Restaurant;False;https://www.yelp.com/biz/josephs-restaurant-new-york-112?adjust_creative=3St_XrQdTUSTQzgpC2-OKA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=3St_XrQdTUSTQzgpC2-OKA;97;['Italian', 'Venues & Event Spaces'];3.9;{'latitude': 40.70499, 'longitude': -74.00961};['pickup', 'delivery'];Medium;{'address1': '3 Hanover Square', 'address2': None, 'address3': None, 'city': 'New York', 'zip_code': '10004', 'country': 'US', 'state': 'NY', 'display_address': ['3 Hanover Square', 'New York, NY 10004']};9.145.144.742.075.250;Battery Park City;Manhattan
VmgvCsAP6vZ3DL1mw8ugWQ;Osteria Del Porto;False;https://www.yelp.com/biz/osteria-del-porto-new-york?adjust_creative=3St_XrQdTUSTQzgpC2-OKA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=3St_XrQdTUSTQzgpC2-OKA;93;['Italian', 'Wine Bars'];4.3;{'latitude': 40.70737443140159, 'longitude': -74.00270427364536};['pickup', 'delivery'];High;{'address1': '212 Front St', 'address2': '', 'address3': None, 'city': 'New York', 'zip_code': '10038', 'country': 'US', 'state': 'NY', 'display_address': ['212 Front St', 'New York, NY 10038']};12.230.738.923.679.900;Battery Park City;Manhattan
MphfKkYFEe0BDQ6hZ0A5fA;Gelso & Grand;False;https://www.yelp.com/biz/gelso-and-grand-new-york?adjust_creative=3St_XrQdTUSTQzgpC2-OKA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=3St_XrQdTUSTQzgpC2-OKA;1568;['Italian', 'Pasta Shops', 'Pizza'];4.3;{'latitude': 40.71958, 'longitude': -73.99734};['pickup', 'delivery'];Medium;{'address1': '186 Grand St', 'address2': '', 'address3': '', 'city': 'New York', 'zip_code': '10013', 'country': 'US', 'state': 'NY', 'display_address': ['186 Grand St', 'New York, NY 10013']};1.811.665.713.966.330;Battery Park City;Manhattan
qBGKigOGn_flCx1apxPzlA;Piccola Cucina Osteria;False;https://www.yelp.com/biz/piccola-cucina-osteria-new-york-2?adjust_creative=3St_XrQdTUSTQzgpC2-OKA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=3St_XrQdTUSTQzgpC2-OKA;843;['Italian'];4.3;{'latitude': 40.72503127956934, 'longitude': -74.0032820972858};['pickup', 'delivery'];Medium;{'address1': '196 Spring St', 'address2': '', 'address3': '', 'city': 'New York', 'zip_code': '10012', 'country': 'US', 'state': 'NY', 'display_address': ['196 Spring St', 'New York, NY 10012']};1.841.765.253.164.600;Battery Park City;Manhattan
WI_AYZSW8ds1GjFq3PQJRA;Satis Bistro;False;https://www.yelp.com/biz/satis-bistro-jersey-city?adjust_creative=3St_XrQdTUSTQzgpC2-OKA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=3St_XrQdTUSTQzgpC2-OKA;803;['Wine Bars', 'New American', 'Italian'];4.0;{'latitude': 40.7144521915461, 'longitude': -74.037669933778};['pickup', 'delivery'];High;{'address1': '212 Washington St', 'address2': None, 'address3': '', 'city': 'Jersey City', 'zip_code': '07302', 'country': 'US', 'state': 'NJ', 'display_address': ['212 Washington St', 'Jersey City, NJ 07302']};18.456.915.254.791.300;Battery Park City;Manhattan
pIyhj8qxJNInsVa53KUB1g;Casa D'Angelo;False;https://www.yelp.com/biz/casa-d-angelo-new-york-7?adjust_creative=3St_XrQdTUSTQzgpC2-OKA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=3St_XrQdTUSTQzgpC2-OKA;154;['Italian', 'Pizza', 'Pop-Up Restaurants'];4.1;{'latitude': 40.718874, 'longitude': -73.997317};['pickup', 'delivery'];Medium;{'address1': '146 Mulberry St', 'address2': None, 'address3': '', 'city': 'New York', 'zip_code': '10013', 'country': 'US', 'state': 'NY', 'display_address': ['146 Mulberry St', 'New York, NY 10013']};17.825.361.151.154.000;Battery Park City;Manhattan
yH6t1JWcwkdWG4CS5KPvow;Adrienne's Pizzabar;False;https://www.yelp.com/biz/adriennes-pizzabar-new-york?adjust_creative=3St_XrQdTUSTQzgpC2-OKA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=3St_XrQdTUSTQzgpC2-OKA;1877;['Pizza', 'Italian', 'Beer Bar'];3.9;{'latitude': 40.70424819999999, 'longitude': -74.0101127};['pickup', 'delivery'];Medium;{'address1': '54 Stone St', 'address2': None, 'address3': '', 'city': 'New York', 'zip_code': '10004', 'country': 'US', 'state': 'NY', 'display_address': ['54 Stone St', 'New York, NY 10004']};9.616.880.986.121.900;Battery Park City;Manhattan
DF7PV0DE9z0LM4ae6XYeYg;Harry's Italian;False;https://www.yelp.com/biz/harrys-italian-new-york-2?adjust_creative=3St_XrQdTUSTQzgpC2-OKA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=3St_XrQdTUSTQzgpC2-OKA;672;['Pizza', 'Italian', 'Breakfast & Brunch'];3.6;{'latitude': 40.707555318913, 'longitude': -74.006898168681};['pickup', 'delivery'];Medium;{'address1': '2 Gold St', 'address2': '', 'address3': '', 'city': 'New York', 'zip_code': '10038', 'country': 'US', 'state': 'NY', 'display_address': ['2 Gold St', 'New York, NY 10038']};8.968.757.113.548.650;Battery Park City;Manhattan
yZJbealagfujEkgesAl2hA;Lupa;False;https://www.yelp.com/biz/lupa-new-york?adjust_creative=3St_XrQdTUSTQzgpC2-OKA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=3St_XrQdTUSTQzgpC2-OKA;1786;['Italian'];4.0;{'latitude': 40.7276, 'longitude': -74.000045};['pickup', 'delivery'];High;{'address1': '170 Thompson St', 'address2': '', 'address3': '', 'city': 'New York', 'zip_code': '10012', 'country': 'US', 'state': 'NY', 'display_address': ['170 Thompson St', 'New York, NY 10012']};2.238.101.270.037.200;Battery Park City;Manhattan
JyXn_GCGM2DsNYIzgzQrDw;Da Gennaro;False;https://www.yelp.com/biz/da-gennaro-new-york?adjust_creative=3St_XrQdTUSTQzgpC2-OKA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=3St_XrQdTUSTQzgpC2-OKA;1461;['Italian', 'Pizza', 'Gluten-Free'];4.1;{'latitude': 40.71832, 'longitude': -73.99794};['pickup', 'delivery'];High;{'address1': '129 Mulberry St', 'address2': '', 'address3': '', 'city': 'New York', 'zip_code': '10013', 'country': 'US', 'state': 'NY', 'display_address': ['129 Mulberry St', 'New York, NY 10013']};1.703.575.426.795.900;Battery Park City;Manhattan
15k7iqFbhf4h8L01yggLqg;Song E Napule;False;https://www.yelp.com/biz/song-e-napule-new-york?adjust_creative=3St_XrQdTUSTQzgpC2-OKA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=3St_XrQdTUSTQzgpC2-OKA;775;['Pizza', 'Italian'];4.5;{'latitude': 40.72813, 'longitude': -74.00188};['pickup', 'delivery'];Medium;{'address1': '146 W Houston St', 'address2': None, 'address3': '', 'city': 'New York', 'zip_code': '10012', 'country': 'US', 'state': 'NY', 'display_address': ['146 W Houston St', 'New York, NY 10012']};21.989.438.085.347.700;Battery Park City;Manhattan
CDCT0cXhaS2pAKcookXUQQ;Call Me Pasta;False;https://www.yelp.com/biz/call-me-pasta-new-york-2?adjust_creative=3St_XrQdTUSTQzgpC2-OKA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=3St_XrQdTUSTQzgpC2-OKA;77;['Pasta Shops', 'Italian', 'Desserts'];3.8;{'latitude': 40.7075415029414, 'longitude': -74.0053744241595};['pickup', 'delivery'];Medium;{'address1': '241 Pearl St', 'address2': '', 'address3': None, 'city': 'New York', 'zip_code': '10038', 'country': 'US', 'state': 'NY', 'display_address': ['241 Pearl St', 'New York, NY 10038']};10.106.304.305.141.000;Battery Park City;Manhattan
xeC9vn3dxVVzAMR_aFwfXg;IL Brigante;False;https://www.yelp.com/biz/il-brigante-new-york?adjust_creative=3St_XrQdTUSTQzgpC2-OKA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=3St_XrQdTUSTQzgpC2-OKA;541;['Italian'];3.8;{'latitude': 40.707492, 'longitude': -74.002571};['pickup', 'delivery'];Medium;{'address1': '214 Front St', 'address2': '', 'address3': '', 'city': 'New York', 'zip_code': '10038', 'country': 'US', 'state': 'NY', 'display_address': ['214 Front St', 'New York, NY 10038']};12.246.758.807.093.000;Battery Park City;Manhattan
V-FCEicobl5Su-R7EVJQNA;La Lanterna Di Vittorio;False;https://www.yelp.com/biz/la-lanterna-di-vittorio-new-york?adjust_creative=3St_XrQdTUSTQzgpC2-OKA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=3St_XrQdTUSTQzgpC2-OKA;1736;['Italian', 'Cafes', 'Pizza'];4.2;{'latitude': 40.73069, 'longitude': -74.00015};['pickup', 'delivery'];Medium;{'address1': '129 MacDougal St', 'address2': '', 'address3': '', 'city': 'New York', 'zip_code': '10012', 'country': 'US', 'state': 'NY', 'display_address': ['129 MacDougal St', 'New York, NY 10012']};2.512.919.130.632.710;Battery Park City;Manhattan
lwfCl81r5a0mjxDNxNGC9w;Il Buco;False;https://www.yelp.com/biz/il-buco-new-york-2?adjust_creative=3St_XrQdTUSTQzgpC2-OKA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=3St_XrQdTUSTQzgpC2-OKA;844;['Italian', 'Mediterranean'];3.8;{'latitude': 40.72591, 'longitude': -73.99292};['pickup'];High;{'address1': '47 Bond St', 'address2': '', 'address3': '', 'city': 'New York', 'zip_code': '10012', 'country': 'US', 'state': 'NY', 'display_address': ['47 Bond St', 'New York, NY 10012']};2.513.411.581.924.390;Battery Park City;Manhattan
uvQM9dckyv8RZB3hQYrKKw;The Grotto Pizzeria & Ristorante;False;https://www.yelp.com/biz/the-grotto-pizzeria-and-ristorante-new-york?adjust_creative=3St_XrQdTUSTQzgpC2-OKA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=3St_XrQdTUSTQzgpC2-OKA;184;['Pizza', 'Italian'];4.0;{'latitude': 40.70574, 'longitude': -74.012402};['pickup', 'delivery'];Low;{'address1': '69 New St', 'address2': '', 'address3': '', 'city': 'New York', 'zip_code': '10004', 'country': 'US', 'state': 'NY', 'display_address': ['69 New St', 'New York, NY 10004']};7.234.119.284.624.060;Battery Park City;Manhattan
gjZpcE-X4zQOEqWQPelLgg;Max;False;https://www.yelp.com/biz/max-new-york-7?adjust_creative=3St_XrQdTUSTQzgpC2-OKA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=3St_XrQdTUSTQzgpC2-OKA;488;['Italian'];3.5;{'latitude': 40.71688, 'longitude': -74.00835};['pickup', 'delivery'];Medium;{'address1': '134 W Broadway', 'address2': '', 'address3': '', 'city': 'New York', 'zip_code': '10013', 'country': 'US', 'state': 'NY', 'display_address': ['134 W Broadway', 'New York, NY 10013']};875.081.968.835.943;Battery Park City;Manhattan
3P8hb1ZOCA8IjEGfqpSpxg;Sfoglia Restaurant;False;https://www.yelp.com/biz/sfoglia-restaurant-new-york?adjust_creative=3St_XrQdTUSTQzgpC2-OKA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=3St_XrQdTUSTQzgpC2-OKA;329;['Italian'];3.8;{'latitude': 40.783535, 'longitude': -73.952719};['delivery'];High;{'address1': '1402 Lexington Ave', 'address2': '', 'address3': '', 'city': 'New York', 'zip_code': '10128', 'country': 'US', 'state': 'NY', 'display_address': ['1402 Lexington Ave', 'New York, NY 10128']};18.874.915.169.726.600;Carnegie Hill;Manhattan
E5rmVdrCn-0uwD2M9nkXdw;Da Capo;False;https://www.yelp.com/biz/da-capo-new-york-2?adjust_creative=3St_XrQdTUSTQzgpC2-OKA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=3St_XrQdTUSTQzgpC2-OKA;240;['Wine Bars', 'Cocktail Bars', 'Italian'];4.3;{'latitude': 40.7877696714384, 'longitude': -73.9538384601474};['pickup', 'delivery'];Medium;{'address1': '1392 Madison Ave', 'address2': '', 'address3': '', 'city': 'New York', 'zip_code': '10029', 'country': 'US', 'state': 'NY', 'display_address': ['1392 Madison Ave', 'New York, NY 10029']};50.521.164.293.344.900;Carnegie Hill;Manhattan
MPblH3J1kpbNGL4C4U7RAQ;IL Carino Restaurant;False;https://www.yelp.com/biz/il-carino-restaurant-new-york?adjust_creative=3St_XrQdTUSTQzgpC2-OKA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=3St_XrQdTUSTQzgpC2-OKA;151;['Italian', 'Wine Bars'];4.0;{'latitude': 40.779485, 'longitude': -73.950221};['pickup', 'restaurant_reservation', 'delivery'];Medium;{'address1': '1710 2nd Ave', 'address2': '', 'address3': None, 'city': 'New York', 'zip_code': '10128', 'country': 'US', 'state': 'NY', 'display_address': ['1710 2nd Ave', 'New York, NY 10128']};5.824.876.477.243.010;Carnegie Hill;Manhattan
HSKcCmRFqzqG542Hy_eftw;Siena Cafe;False;https://www.yelp.com/biz/siena-cafe-new-york-3?adjust_creative=3St_XrQdTUSTQzgpC2-OKA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=3St_XrQdTUSTQzgpC2-OKA;338;['Italian', 'Cocktail Bars', 'Tapas/Small Plates'];3.7;{'latitude': 40.78074965429612, 'longitude': -73.95297304417805};['pickup', 'delivery'];Medium;{'address1': '1580 3rd Ave 89 th St', 'address2': '', 'address3': None, 'city': 'New York', 'zip_code': '10128', 'country': 'US', 'state': 'NY', 'display_address': ['1580 3rd Ave 89 th St', 'New York, NY 10128']};32.871.902.746.087.200;Carnegie Hill;Manhattan
#NOME?;Lex Restaurant;False;https://www.yelp.com/biz/lex-restaurant-new-york?adjust_creative=3St_XrQdTUSTQzgpC2-OKA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=3St_XrQdTUSTQzgpC2-OKA;142;['Italian', 'Bars'];4.0;{'latitude': 40.7825297, 'longitude': -73.9535605};['pickup', 'delivery'];Medium;{'address1': '1370 Lexington Ave', 'address2': '', 'address3': '', 'city': 'New York', 'zip_code': '10128', 'country': 'US', 'state': 'NY', 'display_address': ['1370 Lexington Ave', 'New York, NY 10128']};14.452.731.968.153.200;Carnegie Hill;Manhattan
dWc0ijADaD6ZdclJ5LqQdg;Paola's Restaurant;False;https://www.yelp.com/biz/paolas-restaurant-new-york?adjust_creative=3St_XrQdTUSTQzgpC2-OKA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=3St_XrQdTUSTQzgpC2-OKA;212;['Italian'];3.7;{'latitude': 40.78221468700567, 'longitude': -73.9534524063586};['pickup', 'delivery'];High;{'address1': '1361 Lexington Ave', 'address2': '', 'address3': '', 'city': 'New York', 'zip_code': '10128', 'country': 'US', 'state': 'NY', 'display_address': ['1361 Lexington Ave', 'New York, NY 10128']};17.417.997.878.237.800;Carnegie Hill;Manhattan
